,Player,MP,Load,rTS%,Box Creation,Passer Rating,Spacing,cTOV%,ScoreVal,PlayVal,FTA/100,FT%,rORB%,rDREB%,OBPM,BPM,IA Pts/75,IA PPG,IA APG,IA RPG,allStar,1stAS_yr,yr2AS
1220,Chris Ford,2059,22.9,-0.038,1.3,6.2,73.0,0.135,-0.6,0.3,1.6,0.74,-0.6,-4.2,-0.1,0.5,11.0,6.7,3.0,3.1,0,,
1221,Chris Gatling,1248,27.8,0.05,1.4,1.5,81.0,0.14,0.1,-1.4,8.0,0.73,5.1,3.5,-0.2,0.5,19.1,8.6,0.5,4.2,1,1997.0,4.0
1222,Chris Kaman,1632,24.7,-0.006999999999999999,1.8,2.9,79.0,0.154,-0.6,-0.9,4.0,0.66,4.5,6.2,-0.8,-0.3,14.7,9.5,1.2,6.6,1,2010.0,5.0
1223,Chris Mills,2814,25.4,-0.023,1.4,3.8,122.0,0.095,-0.4,-0.6,4.3,0.82,-2.0,-1.5,0.4,0.8,15.1,13.5,2.0,5.0,0,,
1224,Chris Morris,2449,31.4,-0.044,1.2,3.6,104.0,0.118,-0.9,-0.8,6.2,0.72,1.5,-3.0,-0.6,-0.8,17.9,14.1,1.6,5.0,0,,
1225,Chris Mullin,2377,30.8,0.042,4.0,5.0,99.0,0.101,0.5,0.1,6.5,0.83,-4.9,-6.7,0.9,0.8,18.8,14.1,2.8,2.1,1,1989.0,2.0
1227,Chris Webber,2067,38.1,-0.022,3.4,6.2,86.0,0.108,-0.3,0.2,5.7,0.5,4.5,4.7,1.5,2.4,20.3,19.8,4.4,9.3,1,1997.0,2.0
1229,Chris Wilcox,1340,25.7,0.041,1.3,4.1,81.0,0.125,0.0,-0.7,5.9,0.7,4.8,1.1,0.4,0.0,17.7,9.0,0.8,4.4,0,,
1230,Christian Laettner,2428,35.4,0.008,3.7,4.7,94.0,0.152,-0.3,-0.2,10.0,0.78,1.5,7.3,0.3,1.3,19.1,16.8,4.0,8.3,1,1997.0,3.0
1231,Chuck Hayes,1714,15.0,0.046,0.3,1.9,67.0,0.133,-0.5,-1.4,2.7,0.62,8.4,6.5,-0.2,2.7,10.5,5.8,0.6,6.6,0,,
1232,Chuck Person,2807,34.1,-0.037000000000000005,2.8,5.7,99.0,0.108,-0.4,0.2,3.4,0.67,0.1,0.8,0.9,1.0,17.9,16.5,3.5,6.7,0,,
1233,Chucky Atkins,2363,33.9,-0.037000000000000005,4.5,5.5,105.0,0.095,-0.8,0.1,2.8,0.69,-4.4,-7.7,-0.2,-1.0,16.7,11.8,3.9,1.9,0,,
1234,Chucky Brown,1485,25.7,0.021,2.0,2.9,71.0,0.125,-0.5,-1.0,4.9,0.7,-0.4,-3.0,-0.6,-2.0,16.3,8.4,1.0,2.8,0,,
1235,Clarence Weatherspoon,3147,29.9,-0.003,1.4,3.4,74.0,0.104,-0.2,-0.8,6.9,0.69,2.4,6.6,0.4,0.1,18.7,18.2,2.2,9.7,0,,
1236,Clem Haskins,2874,30.4,-0.018000000000000002,2.2,4.2,78.0,0.123,-0.2,-0.1,5.3,0.78,-2.6,-6.1,0.1,-0.8,17.3,15.0,3.6,3.2,0,,
1237,Clemon Johnson,1541,18.9,-0.004,0.9,5.0,76.0,0.122,-0.2,-0.2,3.5,0.63,2.8,3.9,-0.5,1.3,11.1,5.7,1.3,4.6,0,,
1238,Cliff Hagan,2190,34.0,0.064,1.0,3.1,78.0,0.128,1.3,-0.4,9.2,0.77,-1.9,3.2,1.7,2.0,23.7,19.8,3.0,6.1,1,1958.0,0.0
1239,Cliff Levingston,1746,18.6,0.02,0.2,4.1,73.0,0.108,0.2,-0.5,4.9,0.67,7.1,6.3,0.9,1.5,11.8,6.8,1.2,6.6,0,,
1240,Cliff Robinson,1822,38.0,-0.013,2.6,2.5,78.0,0.121,0.1,-0.7,6.2,0.72,0.6,9.6,-1.1,-1.0,24.1,18.1,1.4,7.1,0,,
1241,Clifford Ray,2009,24.6,0.024,0.8,6.3,74.0,0.173,-0.2,0.2,4.3,0.62,5.0,15.3,0.2,2.6,11.9,7.8,3.2,8.6,0,,
1242,Clifford Robinson,1940,31.0,-0.027000000000000003,2.7,4.3,77.0,0.107,-0.1,-0.3,7.7,0.65,0.6,-0.8,0.2,1.9,18.1,10.9,1.6,4.0,1,1994.0,3.0
1243,Clint Richardson,1313,27.5,-0.008,1.7,4.3,77.0,0.142,-0.6,-0.5,3.8,0.78,0.7,-6.1,-0.6,-1.7,14.9,6.6,1.7,2.2,0,,
1244,Clyde Drexler,2555,36.2,-0.009000000000000001,3.3,6.5,82.0,0.11,0.0,0.5,5.3,0.76,2.9,-2.1,1.8,3.8,19.2,16.0,4.7,5.7,1,1986.0,1.0
1245,Clyde Lee,2699,20.6,-0.03,0.5,2.8,79.0,0.173,-0.3,-0.6,4.9,0.68,4.4,10.0,-1.3,0.8,12.2,10.0,1.6,8.3,1,1968.0,0.0
1246,Clyde Lovellette,2518,36.7,0.026,1.5,3.1,87.0,0.122,1.3,-0.4,8.3,0.72,0.6,11.7,1.3,1.8,24.5,23.7,2.2,9.4,1,1956.0,0.0
1247,Connie Dierking,1119,26.3,-0.059,0.9,2.8,69.0,0.14,-0.4,-0.6,6.3,0.57,1.8,7.8,-1.4,-1.9,15.2,6.2,0.8,3.7,0,,
1248,Corey Brewer,2482,29.8,-0.041,2.8,3.8,99.0,0.111,-1.0,-0.6,5.2,0.65,-2.2,-5.1,-0.9,-1.4,16.5,12.8,2.4,3.2,0,,
1249,Corey Maggette,1359,33.1,0.044,1.9,3.0,102.0,0.127,0.0,-1.0,11.3,0.77,2.0,2.2,0.8,-0.3,21.8,10.4,1.2,4.0,0,,
1250,Corie Blount,889,21.0,-0.046,0.3,4.2,62.0,0.16699999999999998,-1.4,-0.9,3.9,0.57,7.9,3.9,-1.4,0.7,10.7,3.5,0.8,3.5,0,,
1251,Corky Calhoun,2207,18.4,-0.006,0.8,3.6,77.0,0.168,-0.3,-0.5,2.6,0.76,-0.8,-0.6,-0.8,-0.6,10.6,7.4,1.5,4.2,0,,
1252,Corliss Williamson,1992,30.8,-0.001,2.0,3.1,73.0,0.136,-0.4,-0.9,6.6,0.69,1.9,-2.7,-0.2,-0.9,18.7,11.6,1.5,3.9,0,,
1253,Courtney Lee,2375,23.6,-0.018000000000000002,1.5,3.2,119.0,0.07200000000000001,-0.5,-0.9,3.4,0.87,-2.5,-5.0,-0.3,-1.2,15.1,12.9,1.8,3.6,0,,
1254,Craig Ehlo,1709,25.2,-0.02,1.8,6.0,91.0,0.123,-0.8,-0.1,3.8,0.67,-0.5,-0.8,0.0,1.0,12.4,7.0,2.3,3.4,0,,
1255,Craig Hodges,1571,24.9,-0.059,2.4,3.8,87.0,0.104,-0.5,-0.4,2.7,0.75,-5.0,-8.8,-1.4,-2.6,13.7,7.5,1.4,1.1,0,,
1256,Curtis Perry,2094,18.9,-0.012,0.2,3.6,74.0,0.152,0.0,-0.5,2.7,0.66,3.4,4.4,0.0,2.2,11.2,8.3,1.6,7.6,0,,
1257,Curtis Rowe,3009,23.7,0.047,1.0,2.9,70.0,0.147,0.8,-0.6,4.7,0.64,1.1,2.0,0.6,0.9,16.0,14.1,1.8,7.1,1,1976.0,3.0
1258,Cuttino Mobley,2496,33.9,0.022,4.0,3.8,119.0,0.112,0.1,-0.4,7.2,0.85,-3.1,-4.1,0.9,0.2,20.7,16.0,2.5,3.3,0,,
1259,D.J. Augustin,1472,29.0,-0.027000000000000003,5.0,5.6,117.0,0.093,-1.2,-0.1,4.7,0.78,-4.4,-7.8,-0.8,-1.2,14.1,6.6,2.6,1.2,0,,
1260,Dahntay Jones,967,22.8,-0.073,2.0,3.4,72.0,0.127,-1.4,-0.9,5.4,0.65,-3.0,-4.1,-2.2,-1.5,12.6,4.2,0.6,1.5,0,,
1261,Dale Davis,2264,17.4,0.037000000000000005,0.8,2.7,58.0,0.098,0.4,-0.9,5.0,0.53,7.8,7.1,1.3,2.2,12.3,8.6,0.7,8.4,1,2000.0,7.0
1262,Dale Ellis,1314,29.2,-0.029,0.7,3.2,113.0,0.07200000000000001,0.0,-0.8,3.8,0.74,1.9,-1.2,0.7,-0.8,18.9,9.0,0.7,3.3,1,1989.0,4.0
1263,Dale Schlueter,685,18.2,0.023,0.7,2.1,74.0,0.21600000000000005,-0.7,-1.0,5.9,0.62,3.1,6.6,-2.4,-1.8,11.4,3.0,0.3,2.7,0,,
1265,Damien Wilkins,1525,24.5,-0.006,1.4,3.4,109.0,0.119,-0.3,-0.7,5.6,0.84,0.7,-5.4,-0.2,-1.6,14.3,6.5,1.4,2.2,0,,
1266,Damon Jones,1415,28.8,0.006999999999999999,4.4,6.9,108.0,0.097,-0.9,0.2,1.9,0.71,-4.3,-5.7,0.1,-1.3,13.7,6.6,3.1,1.6,0,,
1268,Dan Gadzuric,1260,20.1,0.013,1.3,2.1,59.0,0.094,0.0,-1.2,4.9,0.49,5.7,5.5,-0.1,1.9,14.1,5.9,0.4,4.3,0,,
1269,Dan Majerle,2244,23.2,-0.039,1.0,4.8,92.0,0.073,-0.1,-0.2,5.5,0.76,1.1,-0.5,0.6,2.3,13.1,10.4,2.3,5.6,1,1992.0,2.0
1272,Daniel Gibson,1765,23.1,0.052000000000000005,2.6,3.9,125.0,0.1,-0.2,-0.6,3.2,0.81,-3.4,-7.8,0.9,0.1,14.1,10.8,2.6,2.3,0,,
1273,Danilo Gallinari,2747,25.1,0.032,1.9,3.1,122.0,0.08,0.4,-0.8,5.7,0.82,-2.7,-0.7,1.0,0.7,17.4,15.1,1.7,4.8,0,,
1274,Danny Ainge,2048,25.1,-0.012,2.2,5.7,79.0,0.08800000000000001,0.0,0.3,2.2,0.74,-2.3,-6.5,0.3,1.8,14.1,9.6,2.8,2.6,1,1988.0,5.0
1275,Danny Ferry,937,26.6,-0.051,1.5,4.9,124.0,0.094,-0.5,-0.3,3.9,0.84,0.0,4.9,0.1,-0.5,14.3,5.0,1.0,3.0,0,,
1276,Danny Granger,2785,23.9,0.032,1.2,2.4,120.0,0.104,0.1,-1.0,5.5,0.8,-0.8,-3.3,0.4,0.3,16.5,14.0,1.4,4.5,1,2009.0,2.0
1277,Danny Green,2201,22.5,0.065,2.2,3.7,126.0,0.098,0.3,-0.6,1.8,0.85,-3.3,-4.4,1.0,1.8,15.1,10.9,1.8,3.0,0,,
1278,Danny Manning,2269,29.7,0.047,2.5,3.7,81.0,0.135,0.3,-0.5,7.9,0.74,0.8,0.3,0.4,1.4,18.8,15.5,2.4,5.7,1,1993.0,3.0
1279,Danny Schayes,646,25.4,-0.006,1.5,3.6,85.0,0.149,-0.5,-0.6,6.6,0.71,2.4,5.7,-0.7,-0.2,13.9,10.3,2.2,7.1,0,,
1280,Danny Vranes,2054,16.6,0.013,0.5,3.9,56.0,0.138,-0.3,-0.5,4.7,0.55,2.9,-1.0,-0.2,0.3,10.1,6.7,1.3,5.0,0,,
1282,Dante Cunningham,1108,18.4,-0.084,0.4,2.9,77.0,0.087,-0.6,-1.1,2.2,0.71,1.6,-0.8,-1.0,-0.1,12.3,6.7,0.6,3.7,0,,
1283,Darius Miles,2227,26.6,-0.004,2.4,4.4,67.0,0.14300000000000002,-0.6,-0.5,6.1,0.62,-0.2,3.1,-0.1,0.6,14.7,9.8,2.2,5.2,0,,
1284,Darius Songaila,1668,22.5,0.037000000000000005,1.3,4.3,92.0,0.098,0.2,-0.5,3.4,0.85,2.7,0.4,0.8,1.1,14.6,7.5,1.4,4.0,0,,
1285,Darko Milicic,1913,24.4,-0.049,1.7,3.6,71.0,0.14300000000000002,-0.9,-0.7,6.4,0.61,4.2,3.8,-1.0,0.3,13.8,8.2,1.2,5.5,0,,
1286,Darnell Valentine,1298,35.6,-0.001,5.0,5.8,80.0,0.135,-0.6,0.3,7.8,0.79,-3.8,-6.1,0.5,2.3,17.0,12.5,5.7,2.5,0,,
1287,Darrall Imhoff,1481,19.7,-0.063,0.8,3.1,69.0,0.183,-1.0,-0.6,3.6,0.58,1.1,5.5,-2.2,-1.6,10.2,4.7,0.9,3.3,1,1967.0,5.0
1288,Darrell Armstrong,1236,37.5,-0.015,3.8,5.9,119.0,0.133,-1.1,-0.2,5.5,0.85,-0.2,-4.5,1.0,0.3,15.5,9.9,5.0,3.3,0,,
1289,Darrell Griffith,2597,35.5,-0.027000000000000003,2.5,3.7,81.0,0.096,0.0,-0.4,4.8,0.7,-1.4,-5.9,-0.1,-1.5,21.8,18.5,2.0,3.6,0,,
1290,Darrell Walker,2489,34.0,-0.06,3.1,6.1,70.0,0.118,-0.9,0.2,6.7,0.7,-0.8,-6.2,-0.7,0.1,16.4,13.0,4.4,3.4,0,,
1291,Darren Collison,2360,36.1,-0.006999999999999999,6.6,5.0,116.0,0.116,-0.8,0.0,5.0,0.87,-3.4,-6.1,0.1,-0.7,17.1,13.2,5.3,2.8,0,,
1293,Darwin Cook,2090,30.9,-0.024,3.4,5.4,80.0,0.126,-0.7,0.0,3.6,0.73,-3.8,-7.8,-1.0,0.3,15.5,10.3,3.5,1.8,0,,
1294,Dave Bing,3209,40.5,-0.008,3.8,4.7,71.0,0.121,0.2,0.3,8.2,0.71,-3.0,-6.6,1.0,-0.4,22.4,22.5,6.0,2.8,1,1968.0,0.0
1295,Dave Corzine,826,20.8,-0.07400000000000001,0.6,4.9,80.0,0.16399999999999998,-1.2,-0.5,3.9,0.66,5.8,7.1,-1.5,-2.1,10.0,2.8,0.7,3.3,0,,
1296,Dave Cowens,3186,26.2,0.005,1.2,3.8,87.0,0.128,0.7,-0.2,3.1,0.72,3.3,10.9,0.5,3.5,16.5,15.6,2.6,11.0,1,1972.0,0.0
1297,Dave DeBusschere,2769,28.9,-0.003,0.9,3.6,73.0,0.14400000000000002,0.0,-0.3,6.4,0.7,1.2,5.2,0.1,0.1,17.1,14.8,3.3,6.6,1,1966.0,1.0
1298,Dave Gambee,2301,27.8,0.023,1.1,2.4,83.0,0.13,0.7,-0.7,7.7,0.82,0.3,1.0,0.3,0.4,19.5,13.4,1.3,4.3,0,,
1299,Dave Greenwood,2710,27.2,-0.006,1.5,4.2,81.0,0.125,0.2,-0.3,5.1,0.75,4.0,6.1,0.6,2.0,16.3,14.0,2.4,8.6,0,,
1300,Dave Piontek,1032,24.3,-0.023,0.6,2.9,65.0,0.14800000000000002,-0.6,-0.7,6.0,0.63,-2.8,0.2,-1.3,-1.6,14.5,5.7,0.9,2.2,0,,
1302,Dave Stallworth,1889,28.6,0.024,1.4,3.1,73.0,0.14,0.3,-0.4,6.9,0.72,0.9,0.3,0.4,-0.6,17.9,11.0,1.8,3.7,0,,
1303,Dave Wohl,1540,25.3,-0.003,2.9,5.3,79.0,0.154,-0.8,-0.1,2.8,0.79,-4.6,-8.6,-1.1,-1.5,11.8,7.7,3.8,1.2,0,,
1304,David Benoit,1712,23.3,-0.032,0.3,2.2,107.0,0.112,-0.4,-1.2,4.4,0.75,1.6,4.2,-0.3,-0.8,14.8,7.8,0.5,4.5,0,,
1306,David Wesley,1380,27.6,-0.01,3.8,6.4,118.0,0.116,-1.1,0.1,3.5,0.76,-3.8,-6.4,0.3,1.1,10.7,7.3,4.9,2.2,0,,
1307,David West,552,25.8,-0.05,1.1,3.2,82.0,0.14400000000000002,-1.5,-1.1,5.0,0.68,2.5,5.6,-1.7,-2.0,14.4,6.6,0.8,4.3,1,2008.0,3.0
1308,David Wingate,1419,29.7,-0.086,2.5,4.1,89.0,0.124,-1.3,-0.6,4.6,0.75,-3.0,-8.7,-1.6,-2.7,14.7,8.9,1.8,1.7,0,,
1310,Dee Brown,883,35.1,-0.059,5.4,6.5,89.0,0.094,-1.0,0.5,4.4,0.77,-0.04441029900332244,0.090481727574751,0.4,0.5,15.7,11.4,4.9,2.4,0,,
1311,Dell Curry,1499,36.3,-0.038,3.7,4.8,107.0,0.099,-0.8,-0.2,3.3,0.78,-3.1,-4.0,-0.5,-0.4,19.8,9.8,1.7,2.1,0,,
1312,Delonte West,2418,27.1,0.039,3.7,6.3,121.0,0.107,-0.3,0.3,2.2,0.85,-2.6,-3.1,1.1,1.8,14.0,11.7,4.8,3.9,0,,
1313,DeMar DeRozan,2851,30.3,-0.011,2.9,3.7,84.0,0.086,-0.1,-0.6,7.3,0.81,-2.3,-4.5,0.1,-1.0,19.7,17.7,1.9,3.8,1,2014.0,3.0
1314,DeMarcus Cousins,1950,38.7,-0.028,2.3,4.4,88.0,0.114,-0.2,-0.5,9.7,0.7,8.8,11.3,0.6,1.8,23.8,19.2,1.7,10.8,1,2015.0,3.0
1316,Dennis Awtrey,794,19.8,-0.024,0.8,3.4,78.0,0.189,-0.8,-0.6,3.9,0.65,2.0,7.4,-2.0,-1.1,10.8,3.5,0.7,3.1,0,,
1317,Dennis Johnson,2717,30.4,-0.035,2.1,4.6,77.0,0.109,-0.2,-0.1,6.7,0.78,-1.0,-4.6,-0.3,0.8,17.3,15.2,3.2,4.4,1,1979.0,0.0
1318,Dennis Rodman,2147,25.6,0.033,0.3,2.7,60.0,0.13699999999999998,0.2,-1.0,6.5,0.54,10.3,6.8,1.4,2.0,16.6,11.3,1.2,8.6,1,1990.0,2.0
1320,Derek Anderson,978,37.3,0.018000000000000002,5.6,5.9,112.0,0.126,-0.6,0.1,9.4,0.84,-3.4,-2.5,0.7,1.0,18.7,12.1,4.1,2.9,0,,
1321,Derek Fisher,1760,27.1,0.009000000000000001,3.6,6.4,108.0,0.129,-0.7,0.4,4.4,0.76,-3.8,-4.0,0.5,0.2,10.8,5.8,3.9,2.2,0,,
1322,Derek Harper,2218,26.6,0.021,3.9,6.9,92.0,0.102,-0.2,0.7,3.4,0.72,-4.2,-5.4,1.0,2.0,13.3,9.4,4.0,2.5,0,,
1323,Derek Smith,2762,34.6,0.049,2.8,3.3,81.0,0.116,0.8,-0.6,8.7,0.79,0.6,-3.6,1.2,0.5,23.3,21.0,2.4,5.3,0,,
1324,Derek Strong,1344,20.4,0.002,0.3,2.4,94.0,0.147,-0.9,-1.3,6.5,0.82,5.2,7.1,-0.7,-1.8,12.8,6.2,0.6,5.2,0,,
1326,Derrick Coleman,2207,37.2,0.039,3.1,3.6,106.0,0.14800000000000002,0.3,-0.6,8.7,0.76,2.8,7.2,1.3,1.5,21.8,18.9,2.9,8.8,1,1994.0,2.0
1327,Derrick Favors,1091,20.1,-0.001,0.4,2.7,67.0,0.134,-0.6,-1.2,5.7,0.61,7.6,4.4,-0.6,-0.8,14.2,7.2,0.6,5.5,0,,
1328,Derrick McKey,2804,27.3,0.038,2.0,4.1,103.0,0.117,0.4,-0.4,6.4,0.8,-0.1,-1.2,1.2,2.2,17.1,15.0,2.3,5.4,0,,
1331,DeShawn Stevenson,760,29.1,-0.075,2.1,3.7,81.0,0.12,-1.2,-0.8,4.8,0.69,-2.1,-4.6,-2.0,-3.5,15.7,4.8,0.7,1.3,0,,
1332,Desmond Mason,2420,24.6,0.013,1.6,2.8,102.0,0.094,0.3,-0.9,5.3,0.85,-1.2,-1.8,0.7,0.9,16.4,12.9,1.4,4.4,0,,
1333,Detlef Schrempf,1711,27.8,0.022,2.4,4.9,111.0,0.111,0.2,-0.1,7.3,0.74,-1.1,0.1,1.2,1.1,16.1,8.8,1.7,3.6,1,1993.0,6.0
1334,Devean George,1759,22.9,-0.018000000000000002,1.2,4.2,106.0,0.087,-0.1,-0.5,3.7,0.68,-0.9,-0.2,0.7,1.7,13.6,7.1,1.3,3.4,0,,
1335,Devin Brown,1238,27.8,0.001,2.4,4.3,115.0,0.083,-0.4,-0.5,5.7,0.79,-2.2,-1.1,0.5,0.4,16.7,7.7,1.4,2.6,0,,
1336,Devin Harris,1275,33.9,0.009000000000000001,5.5,5.1,82.0,0.106,-0.3,0.1,10.1,0.72,-3.0,-5.3,1.2,1.4,18.5,10.3,3.4,2.2,1,2009.0,3.0
1337,Dick Barnett,2070,33.3,0.023,3.0,4.0,70.0,0.112,0.7,0.0,6.1,0.71,-3.7,-6.2,0.8,0.1,21.5,14.3,2.5,2.0,1,1968.0,7.0
1339,Dick Snyder,1622,26.1,-0.03,1.9,4.4,77.0,0.131,-0.4,-0.1,4.3,0.77,-2.7,-6.6,-0.6,-0.2,14.1,7.6,2.1,1.6,0,,
1340,Dick Van Arsdale,2892,23.9,0.031,1.2,3.3,72.0,0.165,0.0,-0.3,7.1,0.73,0.0,-3.2,0.3,-0.5,14.1,12.8,3.1,4.2,1,1969.0,2.0
1341,Dion Waiters,2072,38.9,-0.033,5.4,4.2,104.0,0.098,-0.6,-0.2,5.8,0.69,-3.4,-5.9,-0.2,-1.3,21.4,16.9,3.2,2.9,0,,
1343,Doc Rivers,2126,34.2,0.018000000000000002,4.6,6.6,93.0,0.117,-0.2,0.6,8.6,0.77,-3.1,-5.9,0.9,3.7,16.9,13.6,5.3,3.1,0,,
1344,Dominique Wilkins,2961,35.0,-0.012,1.4,2.5,78.0,0.106,0.2,-0.9,8.4,0.77,3.1,-0.5,0.2,0.3,22.8,22.0,1.4,7.6,1,1986.0,2.0
1345,Don Adams,2030,26.3,-0.049,0.7,3.4,76.0,0.14,-0.4,-0.5,5.8,0.75,1.6,1.9,-0.5,-0.9,14.7,10.0,1.7,5.3,0,,
1346,Don Chaney,2289,23.9,0.015,1.4,4.1,74.0,0.149,-0.1,-0.2,5.5,0.75,-0.4,-1.6,-0.1,0.7,14.0,9.5,2.4,4.1,0,,
1347,Don Ford,1782,22.7,-0.026,1.2,4.3,76.0,0.139,-0.2,-0.2,2.7,0.72,-0.3,0.3,-0.4,-0.2,12.8,7.2,1.6,3.8,0,,
1348,Don Kojis,836,29.6,-0.019,0.9,3.5,64.0,0.121,-0.4,-0.5,4.7,0.63,0.4,3.4,-0.5,-1.7,18.1,5.8,1.0,2.2,1,1968.0,3.0
1349,Don Nelson,1406,18.5,0.024,0.2,2.8,75.0,0.192,-0.3,-0.6,6.1,0.74,0.8,-0.7,-1.0,-0.9,11.1,4.9,1.0,2.6,0,,
1350,Don Ohl,2526,29.2,-0.002,2.7,3.9,71.0,0.118,0.1,-0.1,4.3,0.72,-3.8,-7.8,0.0,-0.9,17.7,13.9,2.8,1.9,1,1963.0,1.0
1351,Donald Royal,718,21.8,0.002,0.6,3.3,70.0,0.124,-0.7,-1.0,9.2,0.69,3.4,-4.5,-0.5,-1.6,13.4,4.1,0.5,2.0,0,,
1352,Donyell Marshall,1036,30.9,-0.091,1.6,3.7,100.0,0.094,-0.7,-0.7,6.2,0.68,1.3,1.3,-1.3,-2.2,16.8,12.3,1.4,5.4,0,,
1354,Doug Christie,818,31.2,0.003,3.2,4.6,119.0,0.154,-0.8,-0.5,4.5,0.79,-2.2,-0.1,-0.5,2.0,15.9,7.5,2.0,2.7,0,,
1355,Doug Collins,2820,30.4,0.047,2.3,3.4,83.0,0.127,0.7,-0.4,6.4,0.84,-2.3,-6.3,0.7,0.2,20.3,17.3,2.4,3.3,1,1976.0,1.0
1357,Doug West,2540,28.2,0.029,2.9,5.5,84.0,0.085,0.1,0.0,4.6,0.81,-2.1,-6.7,1.0,0.1,16.9,13.7,3.3,3.1,0,,
1358,Draymond Green,1797,21.1,-0.043,1.1,5.4,103.0,0.118,-0.9,-0.4,3.4,0.67,0.2,4.4,-0.2,3.3,11.0,6.4,1.9,4.9,1,2016.0,2.0
1359,Drew Gooden,1329,32.3,-0.033,1.7,2.8,100.0,0.127,-0.3,-1.0,5.1,0.7,4.1,3.4,-0.1,-1.2,19.3,12.6,1.2,6.0,0,,
1360,Duane Causwell,2291,15.6,0.044,1.0,2.4,74.0,0.16699999999999998,-0.7,-1.2,4.7,0.61,2.6,4.7,-1.2,0.2,10.2,7.5,0.6,6.6,0,,
1361,Duane Ferrell,1598,29.2,0.045,1.8,3.0,93.0,0.103,0.5,-0.8,6.7,0.76,0.2,-6.2,0.8,-0.3,19.7,12.1,1.2,2.9,0,,
1362,Dudley Bradley,1867,24.1,-0.019,1.9,5.0,72.0,0.129,-0.5,-0.1,4.5,0.7,-2.7,-5.9,-0.6,3.1,13.1,7.7,2.1,2.3,0,,
1363,Dwight Howard,3021,27.5,0.03,1.9,2.9,67.0,0.142,0.2,-0.8,10.8,0.6,6.6,14.7,0.8,1.6,18.0,16.3,1.6,12.4,1,2007.0,1.0
1364,Dwight Jones,2086,25.5,-0.035,0.7,3.9,84.0,0.146,-0.2,-0.4,4.0,0.72,4.4,8.9,-0.4,-0.1,14.0,9.5,1.8,7.5,0,,
1366,E'Twaun Moore,1506,22.7,-0.028,2.2,4.2,110.0,0.084,-1.0,-0.7,2.3,0.77,-2.9,-6.8,-0.9,-1.7,13.1,6.7,1.5,1.7,0,,
1368,Earl Cureton,956,21.5,-0.036000000000000004,0.8,2.8,63.0,0.102,-0.3,-0.8,4.7,0.54,4.5,6.9,-1.0,-0.4,13.4,5.1,0.4,4.0,0,,
1369,Earl Monroe,3075,38.2,0.002,3.8,4.5,76.0,0.11,0.7,0.3,7.5,0.77,-4.3,-8.3,1.0,1.0,23.6,21.5,4.4,2.4,1,1969.0,0.0
1370,Earl Watson,1366,29.3,-0.014,3.5,6.1,104.0,0.113,-1.0,-0.1,3.3,0.72,-1.9,-4.7,0.2,0.6,13.1,5.5,2.8,1.9,0,,
1371,Ed Conlin,2250,28.9,0.001,1.4,3.8,77.0,0.14300000000000002,0.1,-0.1,7.0,0.77,-4.4,-2.0,0.1,-0.5,17.0,14.6,3.7,4.3,0,,
1372,Ed Davis,1534,17.8,0.017,0.7,3.2,75.0,0.129,-0.7,-1.1,3.7,0.67,5.0,8.4,-0.7,0.1,11.4,7.0,1.0,6.9,0,,
1375,Eddie House,1230,35.3,-0.049,4.3,4.6,119.0,0.102,-1.4,-0.4,2.2,0.86,-4.2,-5.4,-1.2,-2.1,18.1,8.5,2.0,1.7,0,,
1377,Eddie Jones,2184,28.1,0.041,3.7,5.7,109.0,0.085,0.4,0.3,4.4,0.74,-3.7,-4.1,1.7,3.5,16.3,12.7,3.4,3.2,1,1997.0,1.0
1378,Eddie Miles,2074,28.3,-0.001,1.8,3.6,74.0,0.113,0.0,-0.3,4.4,0.74,-3.2,-6.1,-0.2,-1.0,18.0,12.2,2.1,2.0,1,1966.0,1.0
1380,Edgar Jones,802,24.9,0.056,1.5,2.4,79.0,0.153,-0.1,-1.0,7.4,0.7,2.7,5.9,-0.5,2.1,16.6,7.3,0.7,4.1,0,,
1381,Eduardo Najera,1357,16.9,0.028,0.3,2.3,72.0,0.08900000000000001,0.0,-1.3,5.6,0.68,6.6,1.4,0.7,1.4,12.0,6.4,0.6,5.0,0,,
1382,Elden Campbell,1551,23.8,-0.039,1.5,2.6,71.0,0.093,-0.4,-1.0,6.6,0.64,2.8,1.6,-0.9,-0.1,14.9,7.4,0.5,4.0,0,,
1383,Elliot Perry,1977,33.0,0.047,6.0,5.4,108.0,0.124,-0.1,0.4,4.9,0.81,-3.3,-7.9,1.4,1.2,15.3,9.4,4.4,1.7,0,,
1384,Elmore Smith,2829,29.2,0.0,1.9,3.1,67.0,0.145,0.0,-0.5,5.2,0.56,2.4,9.6,-0.3,-0.4,18.1,16.1,2.0,9.4,0,,
1386,Elton Brand,2906,35.6,0.006,2.3,3.9,77.0,0.113,0.0,-0.6,8.7,0.71,5.6,5.2,1.0,0.7,22.1,21.1,3.2,9.5,1,2002.0,1.0
1387,Em Bryant,1193,28.7,0.018000000000000002,2.8,5.1,74.0,0.135,-0.4,0.0,3.4,0.73,-2.7,-4.4,0.1,-0.2,14.4,6.0,2.9,1.4,0,,
1388,Emeka Okafor,874,27.3,-0.071,1.0,2.4,74.0,0.114,-1.3,-1.2,7.3,0.66,6.2,9.2,-1.0,-0.4,15.7,12.9,1.2,9.4,0,,
